Category,Function,Line Number,File Path,Solidity File Name,Line Content
SWC-103-Floating Pragma,N/A,L3,DAppSCAN-source/contracts/Chainsulting-Curate-project/Curate/Curate.sol,Curate.sol,pragma solidity ^0.8.9;
SWC-103-Floating Pragma,N/A,L3,DAppSCAN-source/contracts/Chainsulting-Curate-project2/Curate/Curate.sol,Curate.sol,pragma solidity ^0.8.9;
SWC-103-Floating Pragma,N/A,L2,DAppSCAN-source/contracts/Chainsulting-DIA-project1/code/yield.sol,yield.sol,pragma solidity ^0.5.12;
SWC-108-State Variable Default Visibility,N/A,L532 - L541,DAppSCAN-source/contracts/Chainsulting-DIA-project1/code/yield.sol,yield.sol,// SWC-108-State Variable Default Visibility: L532 - L541
SWC-128-DoS With Block Gas Limit,triggerWithdrawAll,L640 - L644,DAppSCAN-source/contracts/Chainsulting-DIA-project1/code/yield.sol,yield.sol,// SWC-128-DoS With Block Gas Limit: L640 - L644
SWC-110-Assert Violation,withdraw,L40,DAppSCAN-source/contracts/Chainsulting-DSLA Protocol-project1/Stacktical/DSLA Token Smart Contract/contracts/Crowdsale/Escrow.sol,Escrow.sol,assert(address(this).balance >= payment);
SWC-116-Block values as a proxy for time,constructor,L24,DAppSCAN-source/contracts/Chainsulting-DSLA Protocol-project1/Stacktical/DSLA Token Smart Contract/contracts/DSLA/LockupToken.sol,LockupToken.sol,require(_releaseDate > block.timestamp);
SWC-103-Floating Pragma,N/A,L6,DAppSCAN-source/contracts/Chainsulting-FIN/FinToken/FinToken.sol,FinToken.sol,pragma solidity ^0.4.21;
SWC-101-Integer Overflow and Underflow,N/A,L225,DAppSCAN-source/contracts/Chainsulting-FIN/FinToken/FinToken.sol,FinToken.sol,uint256 public constant INITIAL_SUPPLY = 2623304 * (10 ** uint256(decimals));
SWC-107-Reentrancy,_depositAngel,L290-291,DAppSCAN-source/contracts/Chainsulting-Furucombo-project2/trevi-b3f7fd332873321152db48c9d43fc23a60a29f1a/contracts/FountainBase.sol,FountainBase.sol,"angel.deposit(info.pid, amount, user);"
SWC-107-Reentrancy,_withdrawAngel,L295-L308,DAppSCAN-source/contracts/Chainsulting-Furucombo-project2/trevi-b3f7fd332873321152db48c9d43fc23a60a29f1a/contracts/FountainBase.sol,FountainBase.sol,function _withdrawAngel(
SWC-119-Shadowing State Variables,N/A,L13,DAppSCAN-source/contracts/Chainsulting-Furucombo-project2/trevi-b3f7fd332873321152db48c9d43fc23a60a29f1a/contracts/HarvestPermit.sol,HarvestPermit.sol,mapping(address => Counters.Counter) private _nonces;
SWC-119-Shadowing State Variables,N/A,L13,DAppSCAN-source/contracts/Chainsulting-Furucombo-project2/trevi-b3f7fd332873321152db48c9d43fc23a60a29f1a/contracts/JoinPermit.sol,JoinPermit.sol,mapping(address => Counters.Counter) private _nonces;
SWC-103-Floating Pragma,N/A,L4,DAppSCAN-source/contracts/Chainsulting-Global Rockstar/openzeppelin-contracts-upgradeable-master/contracts/access/AccessControlCrossChainUpgradeable.sol,AccessControlCrossChainUpgradeable.sol,pragma solidity ^0.8.4;
SWC-103-Floating Pragma,N/A,L2,DAppSCAN-source/contracts/Chainsulting-GSPI Club-project1/openzeppelin-contracts-2.0.1/contracts/access/roles/CapperRole.sol,CapperRole.sol,pragma solidity ^0.4.24;
SWC-103-Floating Pragma,N/A,L4,DAppSCAN-source/contracts/Chainsulting-GSPI Club-project2/openzeppelin-contracts-3.2.0/contracts/access/AccessControl.sol,AccessControl.sol,pragma solidity ^0.6.0;
SWC-102-Outdated Compiler Version,N/A,L4,DAppSCAN-source/contracts/Chainsulting-GSPI Club-project2/openzeppelin-contracts-3.2.0/contracts/access/AccessControl.sol,AccessControl.sol,pragma solidity ^0.6.0;
SWC-103-Floating Pragma,N/A,L3,DAppSCAN-source/contracts/Chainsulting-GSPI Club-project3/code/spi_staking.sol,spi_staking.sol,pragma solidity ^0.8.3;
SWC-135-Code With No Effects,StakeClaimed,L36 ,DAppSCAN-source/contracts/Chainsulting-GSPI Club-project3/code/spi_staking.sol,spi_staking.sol,"event StakeClaimed(address user, uint256 amount);"
SWC-103-Floating Pragma,N/A,L3,DAppSCAN-source/contracts/Chainsulting-MakiSwap/openzeppelin-contracts-3.2.0/contracts/access/AccessControl.sol,AccessControl.sol,pragma solidity ^0.6.0;
SWC-103-Floating Pragma,N/A,L7,DAppSCAN-source/contracts/Chainsulting-NOM/FinToken/FinToken.sol,FinToken.sol,pragma solidity ^0.4.21;
SWC-101-Integer Overflow and Underflow,N/A,L226,DAppSCAN-source/contracts/Chainsulting-NOM/FinToken/FinToken.sol,FinToken.sol,uint256 public constant INITIAL_SUPPLY = 2623304 * (10 ** uint256(decimals));
SWC-103-Floating Pragma,N/A,// SWC-103-Floating Pragma,DAppSCAN-source/contracts/Chainsulting-Oiler Network-project2/oiler-staking-contracts-master/contracts/Staking.sol,Staking.sol,N/A
SWC-103-Floating Pragma,N/A,L2,DAppSCAN-source/contracts/Chainsulting-Shopping-project1/openzeppelin-contracts-2.0.1/contracts/access/roles/CapperRole.sol,CapperRole.sol,pragma solidity ^0.4.24;
SWC-102-Outdated Compiler Version,N/A,L4,DAppSCAN-source/contracts/Chainsulting-Shopping-project2/openzeppelin-contracts-3.2.0/contracts/access/AccessControl.sol,AccessControl.sol,pragma solidity ^0.6.0;
SWC-103-Floating Pragma,N/A,L4,DAppSCAN-source/contracts/Chainsulting-Shopping-project2/openzeppelin-contracts-3.2.0/contracts/access/AccessControl.sol,AccessControl.sol,pragma solidity ^0.6.0;
SWC-103-Floating Pragma,N/A,L2,DAppSCAN-source/contracts/Chainsulting-SPICE/synthetix-develop/contracts/AddressResolver.sol,AddressResolver.sol,pragma solidity ^0.5.16;
SWC-103-Floating Pragma,N/A,L3,DAppSCAN-source/contracts/Chainsulting-SWAPP Protocol-project1/openzeppelin-contracts-3.3.0/contracts/access/AccessControl.sol,AccessControl.sol,pragma solidity >=0.6.0 <0.8.0;
SWC-103-Floating Pragma,N/A,L3,DAppSCAN-source/contracts/Chainsulting-SWAPP Protocol-project2/openzeppelin-contracts-4.2.0/contracts/access/AccessControl.sol,AccessControl.sol,pragma solidity ^0.8.0;
SWC-101-Integer Overflow and Underflow,N/A,L128,DAppSCAN-source/contracts/Chainsulting-Touch Social/Touch/Touch.sol,Touch.sol,uint256 public maximumTokenIssue = 1000000000 * 10**18;
SWC-103-Floating Pragma,N/A,L2,DAppSCAN-source/contracts/Chainsulting-UNILAYERX/openzeppelin-contracts-2.3.0/contracts/access/Roles.sol,Roles.sol,pragma solidity ^0.5.0;
SWC-103-Floating Pragma,N/A,L3,DAppSCAN-source/contracts/Coinbae-Barnbridge_Bond/YieldFarmBond0x3FdFb07472ea4771E1aD66FD3b87b265Cd4ec112/contracts/YieldFarm.sol,YieldFarm.sol,pragma solidity ^0.6.0;
SWC-128-DoS With Block Gas Limit,massHarvest,L76,DAppSCAN-source/contracts/Coinbae-Barnbridge_Bond/YieldFarmBond0x3FdFb07472ea4771E1aD66FD3b87b265Cd4ec112/contracts/YieldFarm.sol,YieldFarm.sol,totalDistributedValue += _harvest(i);
SWC-103-Floating Pragma,N/A,L3,DAppSCAN-source/contracts/Coinbae-Barnbridge_Staking_Pool/Staking0xb0Fa2BeEe3Cf36a7Ac7E99B885b48538Ab364853/contracts/Staking.sol,Staking.sol,pragma solidity ^0.6.0;
SWC-103-Floating Pragma,N/A,L2,DAppSCAN-source/contracts/Coinbae-Barnbridge_Vault/CommunityVault0xA3C299eEE1998F45c20010276684921EBE6423D9/contracts/CommunityVault.sol,CommunityVault.sol,pragma solidity ^0.6.0;
SWC-107-Reentrancy,setAllowance,L19,DAppSCAN-source/contracts/Coinbae-Barnbridge_Vault/CommunityVault0xA3C299eEE1998F45c20010276684921EBE6423D9/contracts/CommunityVault.sol,CommunityVault.sol,"_bond.approve(spender, amount);"
SWC-103-Floating Pragma,N/A,L3,DAppSCAN-source/contracts/Coinbae-Barnbridge_YieldFarming/YieldFarm0xB3F7abF8FA1Df0fF61C5AC38d35e20490419f4bb/contracts/YieldFarm.sol,YieldFarm.sol,pragma solidity ^0.6.0;
SWC-128-DoS With Block Gas Limit,massHarvest,L73 - L77,DAppSCAN-source/contracts/Coinbae-Barnbridge_YieldFarming/YieldFarm0xB3F7abF8FA1Df0fF61C5AC38d35e20490419f4bb/contracts/YieldFarm.sol,YieldFarm.sol,for (uint128 i = lastEpochIdHarvested[msg.sender] + 1; i <= epochId; i++) {
SWC-103-Floating Pragma,N/A,L3,DAppSCAN-source/contracts/Coinbae-Barnbridge_YieldFarmLP/YieldFarm0xB3F7abF8FA1Df0fF61C5AC38d35e20490419f4bb/contracts/YieldFarm.sol,YieldFarm.sol,pragma solidity ^0.6.0;
SWC-128-DoS With Block Gas Limit,massHarvest,L73 - L77,DAppSCAN-source/contracts/Coinbae-Barnbridge_YieldFarmLP/YieldFarm0xB3F7abF8FA1Df0fF61C5AC38d35e20490419f4bb/contracts/YieldFarm.sol,YieldFarm.sol,for (uint128 i = lastEpochIdHarvested[msg.sender] + 1; i <= epochId; i++) {
SWC-103-Floating Pragma,N/A,L3,DAppSCAN-source/contracts/Coinbae-Barnbridge_YieldFarmLP/YieldFarm0xB3F7abF8FA1Df0fF61C5AC38d35e20490419f4bb/contracts/YieldFarmLP.sol,YieldFarmLP.sol,pragma solidity ^0.6.0;
SWC-128-DoS With Block Gas Limit,massHarvest,L62 - L66,DAppSCAN-source/contracts/Coinbae-Barnbridge_YieldFarmLP/YieldFarm0xB3F7abF8FA1Df0fF61C5AC38d35e20490419f4bb/contracts/YieldFarmLP.sol,YieldFarmLP.sol,for (uint128 i = lastEpochIdHarvested[msg.sender] + 1; i <= epochId; i++) {
SWC-100-Function Default Visibility,setWallets,L70,DAppSCAN-source/contracts/Coinbae-Deus_Finance_DEAStaking/0x1D17d697cAAffE53bf3bFdE761c90D61F6ebdc41/DEAsingleStaking.sol,DEAsingleStaking.sol,"function setWallets(address _daoWallet, address _earlyFoundersWallet) public onlyOwner {"
SWC-100-Function Default Visibility,calculateSealed,L21,DAppSCAN-source/contracts/Coinbae-Deus_Finance_Vault/code/Vault.sol,Vault.sol,"function calculateSealed(address from, uint256 amount) public view returns (uint256){"
SWC-100-Function Default Visibility,calculateWithdrawAmount,L25,DAppSCAN-source/contracts/Coinbae-Deus_Finance_Vault/code/Vault.sol,Vault.sol,"function calculateWithdrawAmount(address to, uint256 amount) public view returns (uint256){"
SWC-100-Function Default Visibility,setTimeController,L79,DAppSCAN-source/contracts/Coinbae-Deus_Finance_Vault/code/Vault.sol,Vault.sol,function setTimeController(address _timeController) public onlyOwner {
SWC-100-Function Default Visibility,setBlocks,L84,DAppSCAN-source/contracts/Coinbae-Deus_Finance_Vault/code/Vault.sol,Vault.sol,"function setBlocks(uint256 _startBlock, uint256 _endLockBlock) public onlyOwner {"
SWC-100-Function Default Visibility,lockFor,L96,DAppSCAN-source/contracts/Coinbae-Deus_Finance_Vault/code/Vault.sol,Vault.sol,"function lockFor(uint256 amount, address _user) public returns (uint256) {"
SWC-100-Function Default Visibility,lock,L112,DAppSCAN-source/contracts/Coinbae-Deus_Finance_Vault/code/Vault.sol,Vault.sol,function lock(uint256 amount) external returns (uint256) {
SWC-100-Function Default Visibility,withdraw,L122,DAppSCAN-source/contracts/Coinbae-Deus_Finance_Vault/code/Vault.sol,Vault.sol,function withdraw(uint256 amount) public returns (uint256) {
SWC-100-Function Default Visibility,withdrawAllLockedTokens,L140,DAppSCAN-source/contracts/Coinbae-Deus_Finance_Vault/code/Vault.sol,Vault.sol,function withdrawAllLockedTokens(address to) public onlyOwner {
SWC-100-Function Default Visibility,withdrawLockedTokens,L149,DAppSCAN-source/contracts/Coinbae-Deus_Finance_Vault/code/Vault.sol,Vault.sol,"function withdrawLockedTokens(address to, uint256 amount) public onlyOwner {"
SWC-119-Shadowing State Variables,owner,L394,DAppSCAN-source/contracts/Coinbae-Grumpee.Finance_Token/code/etherscan-0xdad57280919b81268e13591462fa80ef7d92b10c.sol,etherscan-0xdad57280919b81268e13591462fa80ef7d92b10c.sol,function owner() public view returns (address) {
SWC-119-Shadowing State Variables,allowance,L487,DAppSCAN-source/contracts/Coinbae-Grumpee.Finance_Token/code/etherscan-0xdad57280919b81268e13591462fa80ef7d92b10c.sol,etherscan-0xdad57280919b81268e13591462fa80ef7d92b10c.sol,"function allowance(address owner, address spender) public view override returns (uint256) {"
SWC-119-Shadowing State Variables,_transfer,L587,DAppSCAN-source/contracts/Coinbae-Grumpee.Finance_Token/code/etherscan-0xdad57280919b81268e13591462fa80ef7d92b10c.sol,etherscan-0xdad57280919b81268e13591462fa80ef7d92b10c.sol,"function _transfer(address sender, address recipient, uint256 amount) private {"
SWC-116-Block values as a proxy for time,stakingRateMax,L509,DAppSCAN-source/contracts/Coinbae-Hakka_Finance_wHakka/code/wHakka.sol,wHakka.sol,if(timeElapsed > 0) {
SWC-107-Reentrancy,stake,L556 - L573,DAppSCAN-source/contracts/Coinbae-Hakka_Finance_wHakka/code/wHakka.sol,wHakka.sol,// SWC-107-Reentrancy: L556 - L573
SWC-107-Reentrancy,unstake,L576 - L592,DAppSCAN-source/contracts/Coinbae-Hakka_Finance_wHakka/code/wHakka.sol,wHakka.sol,// SWC-107-Reentrancy: L576 - L592
SWC-116-Block values as a proxy for time,unstake,L580,DAppSCAN-source/contracts/Coinbae-Hakka_Finance_wHakka/code/wHakka.sol,wHakka.sol,"require(block.timestamp >= v.unlockTime, ""locked"");"
SWC-107-Reentrancy,add,L105 - L127,DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol,MasterChef.sol,function add(
SWC-107-Reentrancy,set,L131 - L143,DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol,MasterChef.sol,function set(
SWC-107-Reentrancy,deposit,L227 - L266,DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol,MasterChef.sol,// Deposit LP tokens to MasterChef for Pud allocation.
SWC-107-Reentrancy,deposit,L247 - L251,DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol,MasterChef.sol,pool.lpToken.safeTransferFrom(
SWC-107-Reentrancy,withdraw,L272 - L306,DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol,MasterChef.sol,"function withdraw(uint256 _pid, uint256 _shares) public {"
SWC-107-Reentrancy,emergencyWithdraw,L310 - L329,DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol,MasterChef.sol,function emergencyWithdraw(uint256 _pid) public {
SWC-104-Unchecked Call Return Value,safePudTransfer,L333 - L340,DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol,MasterChef.sol,"function safePudTransfer(address _to, uint256 _amount) internal {"
SWC-107-Reentrancy,balance,L378 - L381,DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol,MasterChef.sol,function balance(uint256 _pid) public view returns (uint256) {
SWC-104-Unchecked Call Return Value,setPoolStrategy,L384 - L389,DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/MasterChef.sol,MasterChef.sol,"function setPoolStrategy(uint256 _pid,address _strategy) public onlyOwner {"
SWC-119-Shadowing State Variables,N/A,L280,DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/lib/erc20.sol,erc20.sol,_name = name;
SWC-119-Shadowing State Variables,N/A,L282,DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db/contracts/lib/erc20.sol,erc20.sol,_symbol = symbol;
SWC-119-Shadowing State Variables,N/A,L280,DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e/contracts/lib/erc20.sol,erc20.sol,_name = name;
SWC-119-Shadowing State Variables,N/A,L282,DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e/contracts/lib/erc20.sol,erc20.sol,_symbol = symbol;
SWC-104-Unchecked Call Return Value,_swapUniswap,L237 - L268,DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e/contracts/strategies/strategy-base.sol,strategy-base.sol,function _swapUniswap(
SWC-104-Unchecked Call Return Value,_swapUniswapWithPath,L271 - L288,DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e/contracts/strategies/strategy-base.sol,strategy-base.sol,function _swapUniswapWithPath(
SWC-104-Unchecked Call Return Value,_swapSushiswap,L291 - L322,DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e/contracts/strategies/strategy-base.sol,strategy-base.sol,function _swapSushiswap(
SWC-104-Unchecked Call Return Value,_swapSushiswapWithPath,L325 - L342,DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e/contracts/strategies/strategy-base.sol,strategy-base.sol,function _swapSushiswapWithPath(
SWC-104-Unchecked Call Return Value,harvest,L78 - L152,DAppSCAN-source/contracts/Coinbae-Pud.Fi Strategy_Bacdai/StrategyBasisBacDaiLp0x31dfcB1C5dF01A27F8b0b5F9cD1585FE92C7970e/contracts/strategies/strategy-basis-farm-base.sol,strategy-basis-farm-base.sol,function harvest() public override onlyBenevolent {
SWC-107-Reentrancy,transfer,L53 - L64,DAppSCAN-source/contracts/Coinbae-SpaceMonkey/SpaceMonkey0x9298f766581650e81357f5C66C91cc003f2b75Aa/root/workspace/GXC/contracts/SPMK/SpaceMonkey.sol,SpaceMonkey.sol,"function transfer(address recipient, uint256 amount, bytes calldata data) external returns (bool) {"
SWC-119-Shadowing State Variables,allowance,L67,DAppSCAN-source/contracts/Coinbae-SpaceMonkey/SpaceMonkey0x9298f766581650e81357f5C66C91cc003f2b75Aa/root/workspace/GXC/contracts/SPMK/SpaceMonkey.sol,SpaceMonkey.sol,"function allowance(address owner, address spender)"
SWC-119-Shadowing State Variables,_approve,L194,DAppSCAN-source/contracts/Coinbae-SpaceMonkey/SpaceMonkey0x9298f766581650e81357f5C66C91cc003f2b75Aa/root/workspace/GXC/contracts/SPMK/SpaceMonkey.sol,SpaceMonkey.sol,function _approve(
SWC-119-Shadowing State Variables,assert,L52 - L56,DAppSCAN-source/contracts/Coinbae-TapCoins_Token_Contract/code/Etherscan-0x9F599410D207f3D2828a8712e5e543AC2E040382.sol,Etherscan-0x9F599410D207f3D2828a8712e5e543AC2E040382.sol,function assert(bool assertion) internal {
SWC-107-Reentrancy,setUpgradeAgent,L373 - L394,DAppSCAN-source/contracts/Coinbae-TapCoins_Token_Contract/code/Etherscan-0x9F599410D207f3D2828a8712e5e543AC2E040382.sol,Etherscan-0x9F599410D207f3D2828a8712e5e543AC2E040382.sol,function setUpgradeAgent(address agent) external {
SWC-101-Integer Overflow and Underflow,fund,L129-134,DAppSCAN-source/contracts/Coinfabrik-Avalaunch Audit Allocation Staking and Cooldown feature/xava-protocol-master/contracts/AllocationStaking.sol,AllocationStaking.sol,function fund(uint256 _amount) public {
SWC-101-Integer Overflow and Underflow,totalPending,L207-214,DAppSCAN-source/contracts/Coinfabrik-Avalaunch Audit Allocation Staking and Cooldown feature/xava-protocol-master/contracts/AllocationStaking.sol,AllocationStaking.sol,function totalPending() external view returns (uint256) {
SWC-101-Integer Overflow and Underflow,erc20Transfer,L472-475,DAppSCAN-source/contracts/Coinfabrik-Avalaunch Audit Allocation Staking and Cooldown feature/xava-protocol-master/contracts/AllocationStaking.sol,AllocationStaking.sol,"function erc20Transfer(address _to, uint256 _amount) internal {"
SWC-113-DoS with Failed Call,removeAdmin,L43-68,DAppSCAN-source/contracts/Coinfabrik-Avalaunch Audit Allocation Staking and Sales/xava-protocol-fd252f8b9b0283d245d9d561130fe789ff08dfe9/contracts/Admin.sol,Admin.sol,function removeAdmin(
SWC-113-DoS with Failed Call,postponeSale,L294,DAppSCAN-source/contracts/Coinfabrik-Avalaunch Audit Allocation Staking and Sales/xava-protocol-fd252f8b9b0283d245d9d561130fe789ff08dfe9/contracts/sales/AvalaunchSale.sol,AvalaunchSale.sol,"require(block.timestamp < roundIdToRound[roundIds[0]].startTime, ""1st round already started."");"
SWC-113-DoS with Failed Call,depositTokens,L346,DAppSCAN-source/contracts/Coinfabrik-Avalaunch Audit Allocation Staking and Sales/xava-protocol-fd252f8b9b0283d245d9d561130fe789ff08dfe9/contracts/sales/AvalaunchSale.sol,AvalaunchSale.sol,"require(sale.totalTokensSold == 0 && sale.token.balanceOf(address(this)) == 0, ""Deposit can be done only once"");"
